,train_dur,exp_id,corpus,noise_dur,abx
0,8,02,librivox,300,0.2561330199241638
1,8,02,librivox,500,0.25206688046455383
2,8,02,librivox,1000,0.22139710187911987
3,8,05,librivox,300,0.39284539222717285
4,8,05,librivox,500,0.37236475944519043
5,8,05,librivox,1000,0.35802173614501953
6,8,08,librivox,1000,0.23306649923324585
7,8,08,librivox,300,0.2663194239139557
8,8,08,librivox,500,0.24677631258964539
9,8,21,librivox,300,0.2765917479991913
10,8,21,librivox,1000,0.22944992780685425
11,8,21,librivox,500,0.2548939883708954
12,8,24,librivox,500,0.24687136709690094
13,8,24,librivox,1000,0.2214108258485794
14,8,24,librivox,300,0.2677065134048462
15,8,27,librivox,500,0.25261881947517395
16,8,27,librivox,300,0.25721126794815063
17,8,27,librivox,1000,0.23564693331718445
18,8,11,librivox,300,0.2514437437057495
19,8,11,librivox,500,0.2412792593240738
20,8,11,librivox,1000,0.2315058410167694
21,8,19,librivox,500,0.24682749807834625
22,8,19,librivox,1000,0.22223319113254547
23,8,19,librivox,300,0.24174708127975464
24,8,14,librivox,500,0.24684759974479675
25,8,14,librivox,300,0.27294591069221497
26,8,14,librivox,1000,0.23917031288146973
27,8,17,librivox,300,0.2565387189388275
28,8,17,librivox,500,0.2447551041841507
29,8,17,librivox,1000,0.23733186721801758
30,8,31,librivox,500,0.2514839172363281
31,8,31,librivox,300,0.26606541872024536
32,8,31,librivox,1000,0.240106001496315
33,8,01,librivox,300,0.26203036308288574
34,8,01,librivox,500,0.24359284341335297
35,8,01,librivox,1000,0.21947187185287476
36,8,09,librivox,300,0.2723245620727539
37,8,09,librivox,500,0.24988669157028198
38,8,09,librivox,1000,0.2353673279285431
39,8,04,librivox,500,0.234375
40,8,04,librivox,1000,0.2366977334022522
41,8,04,librivox,300,0.2637134790420532
42,8,07,librivox,300,0.27129384875297546
43,8,07,librivox,500,0.2517196834087372
44,8,07,librivox,1000,0.24464546144008636
45,8,23,librivox,300,0.2711915075778961
46,8,23,librivox,500,0.25238490104675293
47,8,23,librivox,1000,0.24809391796588898
48,8,26,librivox,500,0.2524031400680542
49,8,26,librivox,300,0.27470943331718445
50,8,26,librivox,1000,0.2317141890525818
51,8,29,librivox,1000,0.23652046918869019
52,8,29,librivox,300,0.2679203450679779
53,8,29,librivox,500,0.2541100084781647
54,8,13,librivox,1000,0.23070542514324188
55,8,13,librivox,500,0.25272294878959656
56,8,13,librivox,300,0.2659977972507477
57,8,16,librivox,1000,0.2163706123828888
58,8,16,librivox,300,0.25408443808555603
59,8,16,librivox,500,0.24202483892440796
60,8,30,librivox,1000,0.22312134504318237
61,8,30,librivox,500,0.24951206147670746
62,8,30,librivox,300,0.27163565158843994
63,8,00,librivox,1000,0.23652778565883636
64,8,00,librivox,300,0.2646874785423279
65,8,00,librivox,500,0.26193535327911377
66,8,03,librivox,300,0.24838632345199585
67,8,03,librivox,1000,0.23773574829101562
68,8,03,librivox,500,0.24814142286777496
69,8,06,librivox,500,0.25671783089637756
70,8,06,librivox,300,0.26274850964546204
71,8,06,librivox,1000,0.23771746456623077
72,8,22,librivox,500,0.25519007444381714
73,8,22,librivox,300,0.25044044852256775
74,8,22,librivox,1000,0.2179386019706726
75,8,25,librivox,300,0.2620047330856323
76,8,25,librivox,500,0.22971493005752563
77,8,25,librivox,1000,0.2114318460226059
78,8,20,librivox,300,0.25785815715789795
79,8,20,librivox,1000,0.2259557843208313
80,8,20,librivox,500,0.23377010226249695
81,8,28,librivox,1000,0.23145286738872528
82,8,28,librivox,300,0.261388897895813
83,8,28,librivox,500,0.24981361627578735
84,8,12,librivox,500,0.269120991230011
85,8,12,librivox,1000,0.26205775141716003
86,8,12,librivox,300,0.27198466658592224
87,8,15,librivox,300,0.2569234371185303
88,8,15,librivox,1000,0.23078764975070953
89,8,15,librivox,500,0.25232821702957153
90,8,10,librivox,300,0.2681926190853119
91,8,10,librivox,1000,0.2341812700033188
92,8,10,librivox,500,0.24839547276496887
93,8,18,librivox,500,0.25957053899765015
94,8,18,librivox,300,0.2700018286705017
95,8,18,librivox,1000,0.24499636888504028
96,0,02,librivox,1000,0.44162189960479736
97,0,02,librivox,300,0.45568984746932983
98,0,02,librivox,500,0.44957053661346436
99,0,05,librivox,1000,0.4532621204853058
100,0,05,librivox,300,0.43957969546318054
101,0,05,librivox,500,0.44956323504447937
102,0,08,librivox,500,0.44736385345458984
103,0,08,librivox,300,0.45313870906829834
104,0,08,librivox,1000,0.4329184889793396
105,0,21,librivox,500,0.43652963638305664
106,0,21,librivox,300,0.452377587556839
107,0,21,librivox,1000,0.4358772039413452
108,0,24,librivox,1000,0.437057763338089
109,0,24,librivox,300,0.4557848572731018
110,0,24,librivox,500,0.429254412651062
111,0,27,librivox,300,0.4492553174495697
112,0,27,librivox,1000,0.4466739296913147
113,0,27,librivox,500,0.44194626808166504
114,0,11,librivox,500,0.45056650042533875
115,0,11,librivox,1000,0.42931196093559265
116,0,11,librivox,300,0.46947187185287476
117,0,19,librivox,500,0.4521390497684479
118,0,19,librivox,1000,0.4459794759750366
119,0,19,librivox,300,0.46012794971466064
120,0,14,librivox,500,0.4310992658138275
121,0,14,librivox,300,0.4314948320388794
122,0,14,librivox,1000,0.43577486276626587
123,0,17,librivox,1000,0.43980079889297485
124,0,17,librivox,500,0.45616960525512695
125,0,17,librivox,300,0.4607912600040436
126,0,31,librivox,300,0.44824376702308655
127,0,31,librivox,1000,0.42740222811698914
128,0,31,librivox,500,0.43079036474227905
129,0,01,librivox,300,0.44948557019233704
130,0,01,librivox,1000,0.43535178899765015
131,0,01,librivox,500,0.4598255157470703
132,0,09,librivox,300,0.45016634464263916
133,0,09,librivox,500,0.44164836406707764
134,0,09,librivox,1000,0.43758225440979004
135,0,04,librivox,500,0.4401763677597046
136,0,04,librivox,300,0.44459068775177
137,0,04,librivox,1000,0.4354495406150818
138,0,07,librivox,1000,0.4397752285003662
139,0,07,librivox,500,0.43998995423316956
140,0,07,librivox,300,0.45780149102211
141,0,23,librivox,1000,0.44094938039779663
142,0,23,librivox,500,0.437789648771286
143,0,23,librivox,300,0.4598683714866638
144,0,26,librivox,500,0.4341328740119934
145,0,26,librivox,1000,0.45721128582954407
146,0,26,librivox,300,0.44898027181625366
147,0,29,librivox,300,0.4646555483341217
148,0,29,librivox,500,0.4463688135147095
149,0,29,librivox,1000,0.42637792229652405
150,0,13,librivox,300,0.46921050548553467
151,0,13,librivox,1000,0.4363980293273926
152,0,13,librivox,500,0.44726240634918213
153,0,16,librivox,500,0.4449104070663452
154,0,16,librivox,300,0.43621984124183655
155,0,16,librivox,1000,0.4366949796676636
156,0,30,librivox,1000,0.4395686686038971
157,0,30,librivox,300,0.4480646848678589
158,0,30,librivox,500,0.4573245644569397
159,0,00,librivox,500,0.4456743597984314
160,0,00,librivox,300,0.4489748179912567
161,0,00,librivox,1000,0.44019830226898193
162,0,03,librivox,1000,0.43146196007728577
163,0,03,librivox,500,0.4515359699726105
164,0,03,librivox,300,0.46282529830932617
165,0,06,librivox,1000,0.4386092722415924
166,0,06,librivox,300,0.4574616253376007
167,0,06,librivox,500,0.4580400288105011
168,0,22,librivox,1000,0.430369108915329
169,0,22,librivox,500,0.45011329650878906
170,0,22,librivox,300,0.44578585028648376
171,0,25,librivox,500,0.4585946500301361
172,0,25,librivox,1000,0.4449881315231323
173,0,25,librivox,300,0.4585782289505005
174,0,20,librivox,300,0.45811402797698975
175,0,20,librivox,1000,0.4402540326118469
176,0,20,librivox,500,0.4473227262496948
177,0,28,librivox,300,0.45081689953804016
178,0,28,librivox,500,0.4410563111305237
179,0,28,librivox,1000,0.4503490626811981
180,0,12,librivox,1000,0.44266998767852783
181,0,12,librivox,500,0.45062679052352905
182,0,12,librivox,300,0.4590734839439392
183,0,15,librivox,300,0.43983370065689087
184,0,15,librivox,500,0.4401809275150299
185,0,15,librivox,1000,0.430258572101593
186,0,10,librivox,1000,0.4467233121395111
187,0,10,librivox,500,0.4398876130580902
188,0,10,librivox,300,0.4486677348613739
189,0,18,librivox,300,0.4431104063987732
190,0,18,librivox,1000,0.4344371259212494
191,0,18,librivox,500,0.441366970539093
192,1024,00,librivox,1000,0.20365314185619354
193,1024,00,librivox,500,0.2205665111541748
